Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,Run Lbs,RunLbs/Wk,MillStyle,,
Spun,80A-R28,GREEN MIX,333,W,,16.00,,1665,,    542A24278-1   ,,
Spun,80A-R28,GREEN MIX,636,W,,16.00,,3180,,    542A24285-2   ,,
Spun,80A-R28,GREEN MIX,539,W,,16.00,,2695,,    513A24347-1   ,,
Spun,80A-R50,BEIGE MIX,549,W,,16.00,,2745,,    490A24070-1   ,,
Spun,80A-U42,BLUE MIX,954,W,,16.00,,4770,,    542A14091-U42 ,,
Spun,80A-U42,BLUE MIX,717,W,,16.00,,3585,,    542A24272-1   ,,
Spun,80A-U42,BLUE MIX,1160,W,,16.00,,5800,,    542A24273-1   ,,
Spun,80A-U42,BLUE MIX,331,W,,16.00,,1655,,    542A24278-1   ,,
Spun,80A-U42,BLUE MIX,507,W,,16.00,,2535,,    542A23551-7   ,,
Spun,80A-V26,BROWN MIX,1238,W,,16.00,,6190,,    542A23904-1   ,,
Spun,80A-V26,BROWN MIX,1435,W,,16.00,,7175,,    542A23907-1   ,,
Spun,80A-V26,BROWN MIX,388,W,,16.00,,1940,,    542A24028-1   ,,
Spun,80A-V26,BROWN MIX,523,W,,16.00,,2615,,    542A24276-1   ,,
Spun,80A-V26,BROWN MIX,149,W,,16.00,,745,,    513A24291-1   ,,
Spun,80A-V36,BLUE MIX,139,W,,16.00,,695,,    542A23724-2   ,,
Spun,80A-V36,BLUE MIX,300,W,,16.00,,1500,,    781A23749-1   ,,
Spun,80A-V36,BLUE MIX,823,W,,16.00,,4115,,    776A23351-1   ,,
Spun,80A-V36,BLUE MIX,339,W,,16.00,,1695,,    542A24276-2   ,,
Spun,80A-V36,BLUE MIX,801,W,,16.00,,4005,,    774-23070-V36 ,,
Spun,80A-V43,GREEN MIX,549,W,,16.00,,2745,,    776A23351-3   ,,
Spun,80A-W30,RED MIX,1907,W,,16.00,,9535,,    542A14091-W30 ,,
Spun,80A-W30,RED MIX,2995,W,,16.00,,14975,,    542A23911-1   ,,
Spun,80A-W45,LT GRN MIX,801,W,,16.00,,4005,,    774-23070-W45 ,,
Spun,80A-W47,BLUE MIX,2403,W,,16.00,,12015,,    774-23070-W47 ,,
Spun,80A-W48,BLUE MIX,6813,W,,16.00,,34065,,    774-23070-W48 ,,
Spun,80A-W49,RED MIX,801,W,,16.00,,4005,,    774-23070-W49 ,,
Spun,80A-W50,RED MIX,801,W,,16.00,,4005,,    774-23070-W50 ,,
Spun,80A-W51,TAN MIX,801,W,,16.00,,4005,,    774-23070-W51 ,,
Spun,80A-W52,GREY MIX,10020,W,,16.00,,50100,,    774-23070-W52 ,,
Spun,80A-W53,BLUE MIX,801,W,,16.00,,4005,,    774-23070-W53 ,,
Spun,80A-W54,BLUE MIX,5010,W,,16.00,,25050,,    774-23070-W54 ,,
Spun,80A-W67,ORANGE MIX,955,W,,16.00,,4775,,    542A23551-2   ,,
Spun,80A-W67,ORANGE MIX,857,W,,16.00,,4285,,    542A23367-3   ,,
Spun,80A-W67,ORANGE MIX,954,W,,16.00,,4770,,    542A14091-W67 ,,
Spun,80Y-999,ODD YARN,1907,W,,,,9535,,    542A23919-GRG ,,
Spun,96F-001,WHT NAT,449,W,PkgDye,12.00,,2694,,    775A23920-1   ,,
Spun,96F-001,WHT NAT,449,W,PkgDye,12.00,,2694,,    775A23920-2   ,,
Spun,96F-001,WHT NAT,1345,W,PkgDye,12.00,,8070,,    775A23920-3   ,,
Spun,96F-001,WHT NAT,879,W,PkgDye,12.00,,5274,,    775A23388-4   ,,
Spun,96F-001,WHT NAT,208,W,,12.00,,1248,,    775A24054-1   ,,
Spun,96F-001,WHT NAT,1583,W,PkgDye,12.00,,9498,,    775A24054-1   ,,
Spun,96F-001,WHT NAT,1784,W,PkgDye,12.00,,10704,,    775A24055-1   ,,
Spun,96F-001,WHT NAT,319,W,,12.00,,1914,,    775A24139-1   ,,
Spun,96F-001,WHT NAT,1231,W,PkgDye,12.00,,7386,,    775A24139-1   ,,
Spun,96F-001,WHT NAT,182,W,,12.00,,1092,,    775A24139-2   ,,
Spun,96F-001,WHT NAT,706,W,PkgDye,12.00,,4236,,    775A24139-2   ,,
Spun,96F-001,WHT NAT,59,W,,12.00,,354,,    775A24140-1   ,,
Spun,96F-001,WHT NAT,1502,W,PkgDye,12.00,,9012,,    775A24140-1   ,,
Spun,96F-001,WHT NAT,165,W,,12.00,,990,,    775A24122-1   ,,
Spun,96F-001,WHT NAT,782,W,PkgDye,12.00,,4692,,    775A24122-1   ,,
Spun,96F-001,WHT NAT,77,W,,12.00,,462,,    775A24122-2   ,,
Spun,96F-001,WHT NAT,369,W,PkgDye,12.00,,2214,,    775A24122-2   ,,
Spun,96F-001,WHT NAT,155,W,,12.00,,930,,    775A24122-3   ,,
Spun,96F-001,WHT NAT,736,W,PkgDye,12.00,,4416,,    775A24122-3   ,,
Spun,96F-001,WHT NAT,77,W,,12.00,,462,,    775A24122-4   ,,
Spun,96F-001,WHT NAT,369,W,PkgDye,12.00,,2214,,    775A24122-4   ,,
Spun,96F-001,WHT NAT,77,W,,12.00,,462,,    775A24362-1   ,,
Spun,96F-001,WHT NAT,240,W,PkgDye,12.00,,1440,,    775A24362-1   ,,
Spun,96F-001,WHT NAT,77,W,,12.00,,462,,    775A24362-2   ,,
Spun,96F-001,WHT NAT,240,W,PkgDye,12.00,,1440,,    775A24362-2   ,,
Spun,96F-001,WHT NAT,77,W,,12.00,,462,,    775A24362-3   ,,
Spun,96F-001,WHT NAT,240,W,PkgDye,12.00,,1440,,    775A24362-3   ,,
Spun,96F-001,WHT NAT,439,W,PkgDye,12.00,,2634,,    775A24315-1   ,,
Spun,96F-001,WHT NAT,439,W,PkgDye,12.00,,2634,,    775A24315-2   ,,
Spun,96F-001,WHT NAT,439,W,PkgDye,12.00,,2634,,    775A24315-3   ,,
Spun,96F-001,WHT NAT,46,W,,12.00,,276,,    775A24348-1   ,,
Spun,96F-001,WHT NAT,641,W,PkgDye,12.00,,3846,,    775A24348-1   ,,
Spun,96F-001,WHT NAT,876,W,PkgDye,12.00,,5256,,    775A24415-1   ,,
Spun,96F-001,WHT NAT,876,W,PkgDye,12.00,,5256,,    775A24415-2   ,,
Spun,96F-001,WHT NAT,889,W,PkgDye,12.00,,5334,,    775A24417-1   ,,
Spun,96F-001,WHT NAT,659,W,PkgDye,12.00,,3954,,    775A24418-1   ,,
Spun,96F-001,WHT NAT,218,W,,12.00,,1308,,    775A24419-1   ,,
Spun,96F-001,WHT NAT,383,W,PkgDye,12.00,,2298,,    775A24419-1   ,,
Spun,96F-001,WHT NAT,889,W,PkgDye,12.00,,5334,,    775A24417-2   ,,
Spun,96F-001,WHT NAT,880,W,PkgDye,12.00,,5280,,    775A24507-1   ,,
Spun,96F-001,WHT NAT,34,W,,12.00,,204,,    775A24511-1   ,,
Spun,96F-001,WHT NAT,846,W,PkgDye,12.00,,5076,,    775A24511-1   ,,
Spun,96F-001,WHT NAT,108,W,,12.00,,648,,    775A24486-1   ,,
Spun,96F-001,WHT NAT,331,W,PkgDye,12.00,,1986,,    775A24486-1   ,,
Spun,96F-001,WHT NAT,108,W,,12.00,,648,,    775A24486-2   ,,
Spun,96F-001,WHT NAT,331,W,PkgDye,12.00,,1986,,    775A24486-2   ,,
Spun,96F-M38,GREY MIX,121,W,,,,726,,    775A24362-1   ,,
Spun,96F-M38,GREY MIX,121,W,,,,726,,    775A24362-2   ,,
Spun,96F-M38,GREY MIX,121,W,,,,726,,    775A24362-3   ,,
Spun,96F-M38,GREY MIX,435,W,,,,2610,,    775A24315-1   ,,
Spun,96F-M38,GREY MIX,435,W,,,,2610,,    775A24315-2   ,,
Spun,96F-M38,GREY MIX,435,W,,,,2610,,    775A24315-3   ,,
Spun,96F-M38,GREY MIX,184,W,,,,1104,,    775A24348-1   ,,
Spun,96F-M38,GREY MIX,275,W,,,,1650,,    775A24419-1   ,,
